ID_Cliente,Ingreso_Mensual,DTI_Porcentaje,Antigüedad_Laboral_Meses,Puntualidad_Histórica,Default,Ingreso_Real,DTI_Estresado,Riesgo_2026
20,20876.962986647086,0.48614661711791496,48,99.2442289374779,0,19833.11483731473,0.4958695494602733,Alto Riesgo (Rechazo)
21,49656.487689215544,0.41584159656166797,40,38.63231730764659,0,47173.663304754766,0.42415842849290136,Riesgo Controlado (Aprobado)
22,32742.236995134645,0.5389537130531992,16,57.38412541045134,1,31105.12514537791,0.5497327873142631,Riesgo Controlado (Aprobado)
23,35675.28204687924,0.14897798921835376,87,41.56038959073355,0,33891.51794453528,0.15195754900272082,Riesgo Controlado (Aprobado)
24,20752.51813786543,0.1362112503943383,20,84.72716677218594,0,19714.892230972157,0.13893547540222506,Alto Riesgo (Rechazo)
25,29556.17275474817,0.24826194040608787,50,90.22364034622382,0,28078.364117010762,0.2532271792142096,Riesgo Controlado (Aprobado)
26,36109.22589709866,0.195726808067913,58,87.73556122052601,0,34303.764602243726,0.19964134422927127,Riesgo Controlado (Aprobado)
27,23490.064225776972,0.623070139955321,38,97.43722386792577,0,22315.56101448812,0.6355315427544275,Alto Riesgo (Rechazo)
28,38756.98018345672,0.2315283924148266,54,2.751918514041529,0,36819.13117428388,0.23615896026312314,Riesgo Controlado (Aprobado)
29,28993.61310081195,0.6855191534914787,40,83.9816162145531,0,27543.93244577135,0.6992295365613084,Alto Riesgo (Rechazo)
30,32083.06250206723,0.3021374750626641,38,75.17721730390933,0,30478.909376963868,0.30818022456391736,Riesgo Controlado (Aprobado)
31,28982.933877706033,0.20927074941321958,12,22.86944094003648,0,27533.78718382073,0.21345616440148396,Riesgo Controlado (Aprobado)
32,53522.78184508938,0.5738191042854874,63,95.63200933875275,0,50846.64275283491,0.5852954863711972,Alto Riesgo (Rechazo)
33,34865.02775262066,0.49522466530052567,10,14.817792822994546,0,33121.77636498963,0.5051291586065362,Riesgo Controlado (Aprobado)
34,24422.890710440995,0.3989174298718834,109,67.95499271339084,0,23201.746174918946,0.40689577846932107,Alto Riesgo (Rechazo)
35,43225.44912103189,0.43321813056257874,18,22.489021681591247,0,41064.17666498029,0.4418824931738303,Riesgo Controlado (Aprobado)
36,22791.563500289776,0.5315210669633583,10,43.138064877407466,1,21651.985325275287,0.5421514883026255,Alto Riesgo (Rechazo)
37,37088.63595004755,0.23707284479877924,76,71.9159896944569,0,35234.20415254517,0.24181430169475482,Riesgo Controlado (Aprobado)
38,15403.298761202244,0.6978003496340451,45,56.33246420330467,1,14633.133823142132,0.7117563566267261,Alto Riesgo (Rechazo)
39,21718.139511015695,0.6848758972880699,44,42.75018313281117,1,20632.23253546491,0.6985734152338313,Alto Riesgo (Rechazo)
40,36968.612358691236,0.4901954118081622,0,32.63384309319872,1,35120.18174075667,0.4999993200443254,Riesgo Controlado (Aprobado)
41,42384.665799954106,0.2197254705574871,39,83.96596557087904,0,40265.4325099564,0.22411997996863683,Riesgo Controlado (Aprobado)
42,36713.68281189971,0.5081369454587747,107,14.38143503148137,1,34877.99867130472,0.5182996843679503,Riesgo Controlado (Aprobado)
43,33843.517176117595,0.1433190453875055,18,43.010287652980004,0,32151.341317311715,0.1461854262952556,Riesgo Controlado (Aprobado)
44,31988.963044107113,0.11839150132348364,75,90.37575717751422,0,30389.514891901756,0.12075933134995331,Riesgo Controlado (Aprobado)
45,20214.780096325725,0.2546097331067282,71,84.58495504599676,0,19204.041091509436,0.25970192776886275,Alto Riesgo (Rechazo)
46,27801.557916052912,0.3775737740435898,71,40.09417624730467,0,26411.480020250267,0.38512524952446164,Riesgo Controlado (Aprobado)
47,30393.612290402125,0.6209635032450282,60,76.31083636013084,0,28873.931675882017,0.6333827733099289,Alto Riesgo (Rechazo)
48,45571.222262189156,0.5363014418597848,116,82.31608307088592,0,43292.66114907969,0.5470274706969805,Riesgo Controlado (Aprobado)
49,38436.182895684615,0.5456239127199887,108,88.88874240036297,0,36514.373750900384,0.5565363909743885,Alto Riesgo (Rechazo)
50,17369.59844637266,0.35529600066884526,11,54.4505769049228,0,16501.118524054025,0.36240192068222216,Alto Riesgo (Rechazo)
51,38240.83969394795,0.3075609955281777,60,20.44608860547118,0,36328.79770925055,0.3137122154387413,Riesgo Controlado (Aprobado)
52,31149.177195836834,0.3226232577907616,111,25.530907650393164,0,29591.71833604499,0.32907572294657683,Riesgo Controlado (Aprobado)
53,28230.779996940415,0.6925897382416346,32,29.56946740416042,1,26819.24099709339,0.7064415330064673,Alto Riesgo (Rechazo)
54,41116.76288840868,0.1240655148474895,44,59.38024808096155,0,39060.924743988246,0.1265468251444393,Riesgo Controlado (Aprobado)
55,45309.99522495951,0.620218897673469,89,3.280962412860844,1,43044.49546371153,0.6326232756269384,Alto Riesgo (Rechazo)
56,44312.80119116198,0.44720524514343607,102,63.60424687799683,0,42097.16113160388,0.4561493500463048,Riesgo Controlado (Aprobado)
57,26607.824767773614,0.36316925151375423,91,36.4354238428232,0,25277.433529384933,0.3704326365440293,Riesgo Controlado (Aprobado)
58,31907.876241487855,0.5351545962490819,68,29.524180248964214,1,30312.48242941346,0.5458576881740635,Riesgo Controlado (Aprobado)
59,38312.63431403564,0.39200136485482173,7,87.94965707281264,0,36397.00259833386,0.39984139215191816,Riesgo Controlado (Aprobado)
60,44755.45127122359,0.6240539428489963,24,46.00023955807989,1,42517.67870766241,0.6365350217059762,Alto Riesgo (Rechazo)
61,30208.2576215471,0.6404211184067551,90,9.505304553269278,1,28697.844740469744,0.6532295407748901,Alto Riesgo (Rechazo)
62,33143.41023336183,0.35303255612407325,45,82.6746768026247,0,31486.239721693735,0.36009320724655475,Riesgo Controlado (Aprobado)
63,23936.650259939717,0.26609667834103096,86,4.76412574365066,0,22739.817746942732,0.2714186119078516,Alto Riesgo (Rechazo)
64,23037.933759193293,0.4554101971560174,29,72.67492241681967,0,21886.037071233626,0.4645184010991377,Alto Riesgo (Rechazo)
65,43125.25822394198,0.6474180073700145,108,77.39062217706652,0,40968.995312744875,0.6603663675174148,Alto Riesgo (Rechazo)
66,48562.40028570823,0.22639731340339994,46,35.260260592885814,0,46134.28027142282,0.23092525967146793,Riesgo Controlado (Aprobado)
67,34279.89878419666,0.4737799501380897,86,82.47878562777868,0,32565.903844986824,0.4832555491408515,Riesgo Controlado (Aprobado)
68,45035.32897892024,0.47893613205551233,48,51.56594058564534,0,42783.562529974224,0.4885148546966226,Riesgo Controlado (Aprobado)
69,38616.36025047634,0.5398678134491686,46,46.32936532727968,1,36685.54223795252,0.5506651697181519,Alto Riesgo (Rechazo)
70,28548.802453948756,0.1789406110763559,83,4.540328146869255,0,27121.362331251315,0.182519423297883,Riesgo Controlado (Aprobado)
71,38613.95605508414,0.5294949788092531,81,29.002919364890587,1,36683.258252329935,0.5400848783854382,Riesgo Controlado (Aprobado)
72,50380.365664659694,0.6454195123993846,17,93.10099708852998,0,47861.347381426705,0.6583279026473723,Alto Riesgo (Rechazo)
73,34641.73960890048,0.20780986532214518,65,39.18239632835,0,32909.65262845546,0.21196606262858808,Riesgo Controlado (Aprobado)
74,50646.43655814006,0.24252599495432658,67,54.670052055676834,0,48114.11473023306,0.2473765148534131,Riesgo Controlado (Aprobado)
75,8802.548959102558,0.6828370564249837,93,53.20216789842518,1,8362.42151114743,0.6964937975534834,Alto Riesgo (Rechazo)
76,43219.02504375224,0.20858617162569387,32,59.04310898226933,0,41058.073791564624,0.21275789505820775,Riesgo Controlado (Aprobado)
77,35870.47068238171,0.6126310560217474,35,6.133095564328261,1,34076.947148262625,0.6248836771421823,Alto Riesgo (Rechazo)
78,32009.926495341326,0.39536671386882083,81,36.21762547987283,0,30409.43017057426,0.4032740481461973,Riesgo Controlado (Aprobado)
79,35917.607765355024,0.24833864464190622,100,72.31282738825541,0,34121.72737708727,0.25330541753474434,Riesgo Controlado (Aprobado)
80,15124.310853991072,0.6224499407635068,18,20.056025107298293,1,14368.095311291518,0.634898939578777,Alto Riesgo (Rechazo)
81,32803.28112162488,0.3671831530015993,110,20.357837754636044,0,31163.117065543636,0.3745268160616313,Riesgo Controlado (Aprobado)
82,38571.125715117465,0.4088904123578141,27,1.0090606689024728,0,36642.56942936159,0.4170682206049704,Riesgo Controlado (Aprobado)
83,49778.94044741516,0.3155400216398594,39,43.748192660820976,0,47289.9934250444,0.3218508220726566,Riesgo Controlado (Aprobado)
84,29817.297817263527,0.45577051086095643,83,88.2734380673422,0,28326.43292640035,0.46488592107817556,Riesgo Controlado (Aprobado)
85,26915.063971068124,0.19811432355101366,112,5.190094358730901,0,25569.310772514717,0.20207661002203395,Riesgo Controlado (Aprobado)
86,29982.429564154634,0.33464892199105645,96,19.111870949600263,0,28483.3080859469,0.3413419004308776,Riesgo Controlado (Aprobado)
87,44154.02117702074,0.6816473934011724,75,31.008453834275507,1,41946.3201181697,0.6952803412691959,Alto Riesgo (Rechazo)
88,38287.51109659684,0.2548800596206765,114,73.17247365642129,0,36373.135541767,0.25997766081309004,Riesgo Controlado (Aprobado)
89,29702.39796232961,0.4940419987247753,14,64.06355928025866,0,28217.27806421313,0.5039228386992708,Riesgo Controlado (Aprobado)
90,40132.67433113356,0.29511403853481694,40,41.5943904581855,0,38126.04061457688,0.30101631930551326,Riesgo Controlado (Aprobado)
91,35970.7754934804,0.5640838754119604,38,75.90689392583757,0,34172.23671880638,0.5753655529201995,Alto Riesgo (Rechazo)
92,44686.44990532889,0.17852419643100992,1,60.96310116569019,1,42452.12741006244,0.1820946803596301,Riesgo Controlado (Aprobado)
93,27979.469061226475,0.6818926270471268,62,89.60407996572191,0,26580.49560816515,0.6955304795880694,Alto Riesgo (Rechazo)
94,31723.37853402232,0.3722737248301835,28,81.8026749138693,0,30137.2096073212,0.37971919932678716,Riesgo Controlado (Aprobado)
95,31078.918468678425,0.24163027800787837,104,25.281360608920057,0,29524.9725452445,0.24646288356803595,Riesgo Controlado (Aprobado)
96,20364.850518678813,0.1440980483980076,73,27.14385776342002,0,19346.607992744874,0.14698000936596775,Alto Riesgo (Rechazo)
97,37961.20277064576,0.20185474305252443,65,12.535647579238562,0,36063.14263211347,0.20589183791357493,Riesgo Controlado (Aprobado)
98,37610.55272179889,0.4118643691336106,50,33.69647257174565,0,35730.02508570895,0.4201016565162828,Riesgo Controlado (Aprobado)
99,35051.13456642461,0.30220190585877177,74,99.95439187190944,0,33298.57783810338,0.30824594397594723,Riesgo Controlado (Aprobado)
100,32654.12866624853,0.5973300195295657,76,40.5751168615061,1,31021.4222329361,0.609276619920157,Alto Riesgo (Rechazo)
101,20846.292579495857,0.35853251419708354,9,22.04884346891064,0,19803.977950521064,0.36570316448102524,Alto Riesgo (Rechazo)
102,30793.54677234641,0.24922856355257794,13,76.2482884475553,0,29253.869433729087,0.2542131348236295,Riesgo Controlado (Aprobado)
103,31572.854834732305,0.4702869919624181,81,54.24710034626561,0,29994.212092995687,0.47969273180166644,Riesgo Controlado (Aprobado)
104,26977.22730778381,0.5240663301312675,50,14.960144952695254,1,25628.36594239462,0.5345476567338928,Riesgo Controlado (Aprobado)
105,33387.14288333991,0.2002251447405699,117,38.06896811608658,0,31717.785739172916,0.20422964763538132,Riesgo Controlado (Aprobado)
106,39040.508568145386,0.2005715297729906,72,41.44697155393433,0,37088.48313973811,0.2045829603684504,Riesgo Controlado (Aprobado)
107,53861.8590121053,0.1220028561601258,38,75.38297005692186,0,51168.76606150003,0.12444291328332831,Riesgo Controlado (Aprobado)
108,36745.77812831839,0.5418412090393843,27,2.0671368891904462,1,34908.48922190246,0.552678033220172,Alto Riesgo (Rechazo)
109,37575.50390722764,0.4982827165730831,2,26.901964679831046,1,35696.72871186626,0.5082483709045448,Riesgo Controlado (Aprobado)
110,34255.54084233833,0.38477852544988833,83,51.7596301315522,0,32542.763800221408,0.3924740959588861,Riesgo Controlado (Aprobado)
111,15812.287847009586,0.6065022693815182,69,26.884674245284334,1,15021.673454659105,0.6186323147691486,Alto Riesgo (Rechazo)
112,34734.86124550783,0.5834020917700319,26,62.84340474189989,0,32998.11818323244,0.5950701336054325,Alto Riesgo (Rechazo)
113,35602.30209941026,0.4512126186380513,116,48.18674792746166,0,33822.18699443975,0.46023687101081234,Riesgo Controlado (Aprobado)
114,59632.42112485286,0.6209627683079552,1,36.17102548595806,1,56650.80006861022,0.6333820236741142,Alto Riesgo (Rechazo)
115,33076.39035218878,0.22350472602206095,92,94.92086268705123,0,31422.570834579335,0.22797482054250218,Riesgo Controlado (Aprobado)
116,38015.47342333612,0.16715177163863673,37,63.21594991864574,0,36114.69975216931,0.17049480707140946,Riesgo Controlado (Aprobado)
117,34652.88230294757,0.2618497669101938,2,12.994137226794123,1,32920.23818780019,0.26708676224839767,Riesgo Controlado (Aprobado)
118,23313.21962380468,0.1342521136535889,15,56.00916974433955,0,22147.558642614447,0.1369371559266607,Alto Riesgo (Rechazo)
119,46428.228145150206,0.4187017168006192,93,78.0731853200901,0,44106.816737892696,0.4270757511366316,Riesgo Controlado (Aprobado)
120,42519.33032686774,0.6619634153769769,39,70.84896974927973,0,40393.36381052435,0.6752026836845164,Alto Riesgo (Rechazo)
121,42910.31947043047,0.1236061244011058,1,17.20892292952594,1,40764.80349690894,0.12607824688912792,Riesgo Controlado (Aprobado)
122,25906.125452052613,0.17326594840601608,80,97.24199990401033,0,24610.81917944998,0.1767312673741364,Alto Riesgo (Rechazo)
123,49027.94310936099,0.3713194169700612,40,44.8813645746606,0,46576.545953892935,0.37874580530946245,Riesgo Controlado (Aprobado)
124,20981.48937207719,0.6603250105167429,11,15.902500374026129,1,19932.41490347333,0.6735315107270777,Alto Riesgo (Rechazo)
125,40868.570938002704,0.2896936629860503,34,18.019575412814792,0,38825.14239110257,0.29548753624577134,Riesgo Controlado (Aprobado)
126,56904.55625809979,0.40434088521303546,106,9.823499218908049,0,54059.3284451948,0.4124277029172962,Riesgo Controlado (Aprobado)
127,25094.636748693116,0.12494371543023526,64,80.35181084349344,0,23839.904911258458,0.12744258973883996,Alto Riesgo (Rechazo)
128,29337.02270397228,0.18900592057725332,54,12.203049432184866,0,27870.171568773665,0.1927860389887984,Riesgo Controlado (Aprobado)
129,35996.51365087641,0.6919780737753081,44,12.512525714174693,1,34196.68796833259,0.7058176352508142,Alto Riesgo (Rechazo)
130,29965.24345883801,0.6790712178616273,78,85.04716147608377,0,28466.98128589611,0.6926526422188598,Alto Riesgo (Rechazo)
131,19493.365689338672,0.10296398856064577,89,34.46040844475596,0,18518.69740487174,0.1050232683318587,Alto Riesgo (Rechazo)
132,35685.62974806027,0.6710870712539433,100,3.085790430807245,1,33901.34826065726,0.6845088126790222,Alto Riesgo (Rechazo)
133,24376.962862738954,0.48347196268930026,84,5.189529951841088,0,23158.114719602007,0.49314140194308625,Alto Riesgo (Rechazo)
134,39735.924306351815,0.6207509767120132,61,14.217044670389555,1,37749.128091034225,0.6331659962462535,Alto Riesgo (Rechazo)
135,25805.75765766197,0.3728439133803154,48,21.339334797568952,0,24515.46977477887,0.38030079164792174,Alto Riesgo (Rechazo)
136,50499.344050175394,0.40935761714755015,94,66.51461942384054,0,47974.37684766662,0.4175447694905012,Riesgo Controlado (Aprobado)
137,27167.46707663763,0.39330794815415215,24,15.732628000182824,0,25809.09372280575,0.4011741071172352,Riesgo Controlado (Aprobado)
138,31779.384837943246,0.5001185545276626,22,11.8874391177072,1,30190.41559604608,0.5101209256182159,Riesgo Controlado (Aprobado)
139,43135.1721736967,0.18379075285378776,23,76.47191414762791,0,40978.41356501186,0.18746656791086352,Riesgo Controlado (Aprobado)
140,22691.35683566045,0.11798415392360678,37,67.10552838599145,0,21556.788993877424,0.12034383700207892,Alto Riesgo (Rechazo)
141,37274.599346041294,0.28475796495471456,27,43.53242214552362,0,35410.869378739226,0.29045312425380887,Riesgo Controlado (Aprobado)
142,48071.42754282428,0.522808457641988,20,54.9309771480104,1,45667.856165683064,0.5332646267948278,Riesgo Controlado (Aprobado)
143,18925.167654387726,0.22111207127376903,53,31.198402032641848,0,17978.909271668337,0.22553431269924443,Alto Riesgo (Rechazo)
144,36846.33858532304,0.5040594599949504,106,48.25004202353607,1,35004.02165605689,0.5141406491948494,Riesgo Controlado (Aprobado)
145,37598.82794248423,0.6819472276643622,17,50.66726489827458,1,35718.88654536002,0.6955861722176495,Alto Riesgo (Rechazo)
146,42818.228717773105,0.15634042947365104,35,38.723727117809595,0,40677.31728188445,0.15946723806312407,Riesgo Controlado (Aprobado)
147,22630.492891219183,0.5035612709350757,98,90.65722106721627,0,21498.968246658224,0.5136324963537773,Alto Riesgo (Rechazo)
148,21795.433869157237,0.36625013158274267,44,1.6061864981006146,0,20705.662175699374,0.37357513421439753,Alto Riesgo (Rechazo)
149,40219.415656168974,0.6208853526265031,118,78.21712630912462,0,38208.444873360524,0.6333030596790332,Alto Riesgo (Rechazo)
150,37969.84673233186,0.20628987366843154,72,12.438283124132433,0,36071.354395715265,0.21041567114180018,Riesgo Controlado (Aprobado)
151,37504.92850345877,0.5155755713356988,52,79.75473605371994,0,35629.68207828583,0.5258870827624127,Riesgo Controlado (Aprobado)
152,38464.48209496976,0.6028691737888661,101,61.59119156767212,0,36541.25799022127,0.6149265572646434,Alto Riesgo (Rechazo)
153,28199.752784215092,0.6667685316844139,29,84.32780909364024,0,26789.765145004338,0.6801039023181021,Alto Riesgo (Rechazo)
154,37322.53697161003,0.5099488169737875,59,9.751432564089747,1,35456.41012302953,0.5201477933132632,Riesgo Controlado (Aprobado)
155,37930.72473298681,0.39830485840505636,107,55.898063409977404,0,36034.18849633747,0.4062709555731575,Riesgo Controlado (Aprobado)
156,27856.48581973632,0.47070834412072826,97,50.108788026219706,0,26463.661528749504,0.48012251100314285,Riesgo Controlado (Aprobado)
157,53657.74511144757,0.6213429906872309,31,70.61931829633586,0,50974.85785587519,0.6337698505009755,Alto Riesgo (Rechazo)
158,39738.329209117874,0.4423658479832978,66,53.42905518936758,0,37751.41274866198,0.45121316494296376,Riesgo Controlado (Aprobado)
159,23086.965027973514,0.11823223581810212,66,54.07345671331042,0,21932.616776574836,0.12059688053446416,Alto Riesgo (Rechazo)
160,41565.536086338296,0.6585692173041866,27,42.95959435760647,1,39487.259282021376,0.6717406016502704,Alto Riesgo (Rechazo)
161,25253.183297726784,0.5137160506189367,43,30.883442400734083,1,23990.524132840445,0.5239903716313155,Alto Riesgo (Rechazo)
162,42870.84603742452,0.5059080314663479,78,48.226436125219216,1,40727.303735553294,0.5160261920956749,Riesgo Controlado (Aprobado)
163,46585.95579007404,0.2294050914386303,40,11.849235876840059,0,44256.658000570336,0.23399319326740292,Riesgo Controlado (Aprobado)
164,26793.176816482897,0.4953312821395943,62,96.15133389830848,0,25453.51797565875,0.5052379077823862,Riesgo Controlado (Aprobado)
165,44633.76129244322,0.33631864339249506,22,71.44107636265983,0,42402.073227821056,0.34304501626034495,Riesgo Controlado (Aprobado)
166,39127.80926936498,0.4907397862248952,103,95.24671166878468,0,37171.418805896734,0.5005545819493932,Riesgo Controlado (Aprobado)
167,43220.6015999449,0.16395581818479443,74,22.672738232996327,0,41059.571519947654,0.16723493454849034,Riesgo Controlado (Aprobado)
168,53967.929826539475,0.4947071827618216,47,87.9341020176528,0,51269.5333352125,0.504601326417058,Riesgo Controlado (Aprobado)
169,32546.118839971296,0.6996482354623998,31,80.87899845635384,0,30918.81289797273,0.7136412001716479,Alto Riesgo (Rechazo)
170,27462.638356425105,0.1289272233163336,56,67.71524124576736,0,26089.506438603847,0.1315057677826603,Riesgo Controlado (Aprobado)
171,26104.855703744768,0.6863045105327903,117,62.502918608520574,0,24799.61291855753,0.7000306007434461,Alto Riesgo (Rechazo)
172,26841.897150345616,0.3441447764337223,99,31.654966526787,0,25499.802292828335,0.35102767196239676,Riesgo Controlado (Aprobado)
173,34228.98290585896,0.6224520702023555,32,81.64107849650307,0,32517.53376056601,0.6349011116064026,Alto Riesgo (Rechazo)
174,38411.519748166436,0.5694312904349641,23,50.15154614797338,1,36490.94376075811,0.5808199162436634,Alto Riesgo (Rechazo)
175,37766.90799330019,0.4402097565920007,38,7.089157589128536,0,35878.56259363518,0.4490139517238407,Riesgo Controlado (Aprobado)
176,43271.83249036024,0.5430695255507959,33,31.286316085513,1,41108.24086584223,0.5539309160618119,Alto Riesgo (Rechazo)
177,35130.01891877907,0.6271093367808087,55,93.52970985453275,0,33373.51797284011,0.6396515235164248,Alto Riesgo (Rechazo)
178,49535.34077157317,0.3424841929906198,27,85.06802606048463,0,47058.573732994504,0.34933387685043216,Riesgo Controlado (Aprobado)
179,32353.43166762044,0.2962198969379432,36,98.19056980765392,0,30735.760084239417,0.3021442948767021,Riesgo Controlado (Aprobado)
180,62201.691665896185,0.5005560313381509,6,62.79933826040981,0,59091.607082601375,0.5105671519649139,Riesgo Controlado (Aprobado)
181,41256.67347765006,0.5847075651647551,67,24.751007314041196,1,39193.83980376756,0.5964017164680502,Alto Riesgo (Rechazo)
182,26428.424435837172,0.5573710808659694,36,16.281504967686377,1,25107.00321404531,0.5685185024832888,Alto Riesgo (Rechazo)
183,24291.075019388874,0.5786881893151806,55,18.691444060846163,1,23076.52126841943,0.5902619531014842,Alto Riesgo (Rechazo)
184,39824.72415243185,0.3613499888877598,64,1.9795658347254386,0,37833.48794481026,0.368576988665515,Riesgo Controlado (Aprobado)
185,32765.37214674149,0.590700529705013,64,39.06821109859392,1,31127.103539404416,0.6025145402991132,Alto Riesgo (Rechazo)
186,42140.00494092092,0.17212543322236507,46,19.14276804995425,0,40033.00469387487,0.17556794188681238,Riesgo Controlado (Aprobado)
187,39732.376245735446,0.42669345877650977,19,41.16554604567024,0,37745.75743344867,0.43522732795204,Riesgo Controlado (Aprobado)
188,34271.71087343127,0.10345519629887295,18,93.49944318387654,0,32558.125329759707,0.10552430022485042,Riesgo Controlado (Aprobado)
189,26532.06281931595,0.2947514979401622,28,43.05402095071899,0,25205.45967835015,0.30064652789896545,Riesgo Controlado (Aprobado)
190,19851.527753141352,0.3198769209228387,73,87.79844969848348,0,18858.951365484285,0.3262744593412955,Alto Riesgo (Rechazo)
191,30534.85047932979,0.33770361496555323,59,60.55047666158765,0,29008.1079553633,0.3444576872648643,Riesgo Controlado (Aprobado)
192,43563.98794323472,0.5172803240139173,17,24.71315546613919,1,41385.78854607298,0.5276259304941957,Riesgo Controlado (Aprobado)
193,37140.93744130204,0.33313486076220744,91,35.58547592592114,0,35283.89056923694,0.3397975579774516,Riesgo Controlado (Aprobado)
194,22542.61221288012,0.36921617357351844,34,8.391953582142941,0,21415.481602236116,0.3766004970449888,Alto Riesgo (Rechazo)
195,36731.80925851182,0.24252647852459647,42,33.34625935960105,0,34895.21879558623,0.2473770080950884,Riesgo Controlado (Aprobado)
196,38853.17379728837,0.32395107497760406,110,67.7540945503534,0,36910.51510742395,0.33043009647715615,Riesgo Controlado (Aprobado)
197,26161.425637988672,0.23636177635789088,94,7.211109292943519,0,24853.354356089236,0.2410890118850487,Alto Riesgo (Rechazo)
198,36537.25105945528,0.14391755426106617,90,20.540140847802935,0,34710.388506482515,0.1467959053462875,Riesgo Controlado (Aprobado)
199,35582.08718446,0.4620691560288267,10,38.14410414133115,0,33802.982825237,0.47131053914940324,Riesgo Controlado (Aprobado)
200,23570.29702169377,0.5009276791330097,48,98.20495370159625,0,22391.78217060908,0.51094623271567,Alto Riesgo (Rechazo)
201,38577.87360348283,0.47169420760576874,112,78.48618229588801,0,36648.97992330869,0.4811280917578841,Riesgo Controlado (Aprobado)
202,40607.84526368234,0.37809642628034346,37,73.3486746492104,0,38577.45300049822,0.38565835480595034,Riesgo Controlado (Aprobado)
203,45830.512431752766,0.32787146810753787,63,11.619095652544598,0,43538.98681016512,0.3344288974696886,Riesgo Controlado (Aprobado)
204,45538.02052034903,0.6180001897430951,68,78.09958936149914,0,43261.11949433158,0.630360193537957,Alto Riesgo (Rechazo)
205,21223.30632042909,0.4114490710817308,7,78.52688115160151,0,20162.141004407633,0.41967805250336543,Alto Riesgo (Rechazo)
206,25621.749600848772,0.38750912657783854,33,60.110269562432826,0,24340.662120806333,0.39525930910939533,Alto Riesgo (Rechazo)
207,40150.3526720866,0.11538523948386142,47,99.0361781998372,0,38142.83503848227,0.11769294427353866,Riesgo Controlado (Aprobado)
208,40137.859509122085,0.3047486965756938,115,32.525390592455196,0,38130.96653366598,0.3108436705072077,Riesgo Controlado (Aprobado)
209,40150.47686306048,0.3281173712715142,55,94.12724482418517,0,38142.95301990746,0.33467971869694446,Riesgo Controlado (Aprobado)
210,73527.31490654721,0.33929366853814025,75,91.47311149565036,0,69850.94916121985,0.34607954190890305,Riesgo Controlado (Aprobado)
211,40708.90510693167,0.44810342153639937,101,1.1480659749377842,0,38673.45985158509,0.45706548996712737,Riesgo Controlado (Aprobado)
212,46355.65640180599,0.42016152803612705,64,45.01165264748111,0,44037.873581715685,0.4285647585968496,Riesgo Controlado (Aprobado)
213,44540.017634932025,0.4647430556760668,30,97.71042330515733,0,42313.016753185424,0.4740379167895881,Riesgo Controlado (Aprobado)
214,41513.91251305798,0.5589299569252769,3,10.312136240807579,1,39438.21688740508,0.5701085560637824,Alto Riesgo (Rechazo)
